Obec,Unnamed: 1,Druh dokumentace,Název dokumentace,Číslo dokumentace,Zahájení prací - schválení / rozhodnutí o pořízení 101,Zadání - zahájení projednání 103,Zadání - ukončení projednání 104,Zadání - schválení 105,Koncept řešení - odevzdání 106,Koncept řešení - zahájení projednání 107,Koncept řešení - ukončení projednání 108,Návrh - odevzdání 112,Návrh - zahájení projednání 113,Návrh - ukončení projednání 114,Návrh – stanovisko krajského úřadu / nadřízeného orgánu územního plánování 115,Návrh – vydání / schválení 116,Návrh - nabytí účinnosti 117
Orlické Záhoří,,Územní plán,Územní plán Orlické Záhoří,40436953,08.08.2011,,,13.06.2012,,,,,,,,,08.07.2015
,Orlické Záhoří,Územní plán,Změna č. 1 ÚP Orlické Záhoří,4043695301,09.09.2021,,,09.09.2021,,,,,,,,,
Praha,,Územní plán,Územní plán hl. m.Prahy (Metropolitní plán),92487733,07.06.2012,,,19.09.2013,,,,,,,,,
,Praha,Územní plán,Územní plán hl. m. Prahy (Metropolitní plán),9248773302,07.06.2012,,,19.09.2013,,,,,,,,,
Nesvačily,,Územní plán,Územní plán Nesvačily,12662906,20.07.2013,,,01.03.2014,,,,,,,,,25.11.2017
,Nesvačily,Územní plán,Změna č. 2 ÚP Nesvačily,973891954011,,,,16.02.2022,,,,,,,,,17.08.2023
Pražmo,,Územní plán,Územní plán Pražmo,63541811,14.04.2011,,,03.09.2013,,,,,,,,,17.03.2016
,Pražmo,Územní plán,ÚP Pražmo - změna č. 1,6354181101,04.12.2018,,,19.12.2019,,,,,,,,,24.06.2020
,Pražmo,Územní plán,ÚP Pražmo - změna č. 2,973891950453,11.01.2022,,,20.04.2022,,,,,,,,,06.06.2023
Pavlov,,Územní plán,Územní plán Pavlov,74383180,07.03.2011,01.08.2011,26.09.2011,19.04.2012,,,,17.08.2012,26.09.2012,13.12.2013,11.09.2013,19.12.2013,15.01.2014
,Pavlov,Územní plán,Změna č.1 územního plánu Pavlov,7438318001,27.07.2021,,,19.05.2020,,,,,17.01.2023,,06.09.2023,20.12.2023,23.01.2024
Vlkov,,Územní plán,Územní plán Vlkov,81255738,11.02.2013,,,04.07.2014,,,,,,,,,15.09.2016
Říkov,,Územní plán,Územní plán Říkov,40662783,04.12.2013,,,28.01.2015,,,,,,,,,
Tojice,,Územní plán,Územní plán Tojice,71828424,30.03.2012,,,28.12.2012,,,,,,,,,14.05.2014
Zaloňov,,Územní plán,Územní plán Zaloňov,7419986,17.08.2011,,,11.05.2016,,,,,,,,,
Horní Meziříčko,,Územní plán,Územní plán Horní Meziříčko,54960268,07.02.2013,20.02.2014,26.03.2014,22.05.2014,,,,31.07.2015,03.08.2015,29.06.2016,09.05.2016,22.09.2016,18.10.2016
Sulejovice,,Územní plán,Územní plán Sulejovice,79320924,29.04.2013,,,19.12.2013,,,,,,,,,18.03.2016
,Sulejovice,Územní plán,Změna č. 1 ÚP Sulejovice,7932092401,16.09.2020,,,16.09.2020,,,,,,,,,28.04.2022
,Sulejovice,Územní plán,Změna č. 2 ÚP Sulejovice,973891950373,27.06.2022,,,,,,,,,,,,27.02.2023
Veliš,,Územní plán,Územní plán Veliš,91280763,13.12.2013,,,23.07.2014,,,,,,,,,15.12.2016
,Veliš,Územní plán,Změna č. 1 ÚP Veliš,9128076301,27.06.2019,,,,,,,,,,,,07.05.2020
,Veliš,Územní plán,Změna č. 2 ÚP Veliš,973891952885,,,,23.06.2023,,,,,,,,,24.09.2024
Čímice,,Územní plán,Územní plán Čímice,75080072,29.07.2009,31.05.2010,,22.12.2010,,,,10.10.2012,10.10.2012,03.09.2013,,09.10.2013,25.10.2013
,Čímice,Územní plán,Změna č.1 ÚP Čímice,7508007201,11.04.2018,,,,,,,,21.01.2019,,27.05.2019,21.06.2019,12.07.2019
,Čímice,Územní plán,Změna č.2 ÚP Čímice,973891951100,14.01.2020,11.06.2020,,11.09.2020,,,,,24.11.2020,,11.02.2021,23.04.2021,07.06.2021
Stožec,,Územní plán,Územní plán Stožec,93278138,04.12.2013,,,,,,,,,,,,
Dražovice,,Územní plán,Územní plán Dražovice,14803714,25.03.2011,09.09.2011,,06.01.2012,,,,03.04.2012,04.04.2012,15.10.2013,,11.12.2013,28.12.2013
Strojetice,,Územní plán,Územní plán Strojetice,91393243,01.12.2017,,,04.05.2018,,,,,,,,,12.09.2022
Bílkovice,,Územní plán,Územní plán Bílkovice,25700015,11.04.2017,,,09.08.2017,,,,,,,,,21.03.2020
Bezdružice,,Územní plán,Územní plán Bezdružice,22735232,15.11.2017,,,06.02.2020,,,,31.05.2021,03.06.2021,,,23.11.2022,29.12.2022
Bražec,,Územní plán,Územní plán Vojenského újezdu Hradiště,5733890,14.12.2011,18.01.2012,,26.04.2012,,,,30.11.2012,02.11.2012,,,,23.01.2014
Žebrák,,Územní plán,Územní plán Žebrák,38587588,27.08.2012,07.08.2017,,18.09.2017,,,,,09.04.2018,,,,
Strachotice,,Územní plán,Územní plán Strachotice,3568668,,15.10.2018,,28.11.2018,,09.08.2019,,05.08.2019,09.08.2019,,06.01.2020,,25.09.2020
Bukovec,,Územní plán,Územní plán Bukovec,80092584,23.04.2018,,,24.09.2018,,,,,,,,,17.02.2022
Načešice,,Územní plán,Územní plán Načešice,1086063,11.06.2018,,,21.12.2018,,,,,,,,,15.10.2020
Újezd u Boskovic,,Územní plán,Územní plán Újezd u Boskovic,69256227,03.03.2016,04.11.2016,16.12.2016,17.01.2017,,,,,01.08.2017,,22.11.2017,31.08.2018,18.09.2018
,Újezd u Boskovic,Územní plán,Změna č. 1 ÚP Újezd u Boskovic,973891954809,15.12.2022,,,26.09.2024,,,,,,,,,
Ostrov,,Územní plán,Územní plán Ostrov,34035891,09.05.2016,,,28.11.2016,,,,,,,,,09.10.2018
Srnín,,Územní plán,Územní plán Srnín,36562747,04.10.2016,19.02.2018,,26.06.2018,,,,,17.12.2018,,22.05.2019,18.08.2020,02.09.2020
,Srnín,Územní plán,Změna č. 1,973891950947,22.02.2022,,,17.05.2022,,,,,,,,,09.12.2022
,Srnín,Územní plán,Změna č. 2,973891953796,23.04.2024,,,,,,,,,,,,
Střemy,,Územní plán,Územní plán Střemy,94395081,30.05.2013,,,17.06.2015,,,,,,,,,12.03.2019
Čikov,,Územní plán,Územní plán Čikov (nový),89124696,10.09.2018,,,11.05.2020,,,,,,,,,
Suchonice,,Územní plán,Územní plán Suchonice,48173159,03.04.2017,,,,,,,,,,,,
Miličín,,Územní plán,Územní plán Miličín,24061221,25.05.2016,,,23.11.2016,,,,,,,,,05.10.2018
,Miličín,Územní plán,Změna č. 1 ÚP Miličín,2406122101,24.06.2020,,,24.06.2020,,,,,,,,,04.10.2022
,Miličín,Územní plán,Změna č. 2 ÚP Miličín,973891952077,30.08.2023,,,30.08.2023,,,,,,,,,
Dolní Třebonín,,Územní plán,Územní plán Dolní Třebonín,39388674,16.11.2017,,,,,,,,,,,,
Tisem,,Územní plán,Územní plán Tisem,77708070,11.09.2017,,,10.09.2018,,,,,,,,,08.06.2021
Frymburk,,Územní plán,Územní plán Frymburk,93125550,26.02.2014,,,25.06.2014,,,,,,,,,15.03.2019
,Frymburk,Územní plán,Změna č. 1 územního plánu Frymburk,973891954491,01.04.2022,,,27.02.2023,,,,,,,,,03.10.2024
Němčany,,Územní plán obce,Územní plán Němčany,90945069,19.01.2015,27.01.2017,13.02.2017,14.03.2017,,03.10.2017,,,,29.03.2019,,27.06.2019,27.07.2019
Olbramovice,,Územní plán,ÚP Olbramovice,47100031,,,,15.03.2018,,,,,29.08.2018,,,25.04.2019,11.05.2019
,Olbramovice,Územní plán,Změna č. 1 ÚP Olbramovice,4710003101,,,,26.11.2020,,,,,14.04.2021,,,09.09.2021,05.10.2021
,Olbramovice,Územní plán,Změna č. 2 ÚP Olbramovice,973891952311,19.07.2023,,,,,,,,,,,09.05.2024,25.05.2024
Vémyslice,,Územní plán,ÚP Vémyslice,64100282,,03.05.2018,,16.08.2018,,,,,29.11.2018,,01.10.2019,,12.02.2020
Bratkovice,,Územní plán obce,Územní plán vojenského újezdu Brdy,67029970,17.07.2001,28.11.2002,,28.04.2003,02.12.2003,12.07.2004,,,,,15.08.2005,25.08.2005,
Výžerky,,Územní plán,Územní plán Výžerky,1096744,02.09.2011,,,31.10.2019,,,,,,,,,20.04.2022
Čechy,,Územní plán,Územní plán Čechy,74283998,17.04.2019,,,05.02.2020,,,,,,,,,25.12.2020
,Čechy,Územní plán,Změna č. 1 ÚP Čechy,7428399801,23.06.2021,,,23.06.2021,,,,,,,,,28.12.2021
Čermná ve Slezsku,,Územní plán,Územní plán Čermná ve Slezsku,91357057,11.09.2018,,,30.09.2019,,,,,,,,,04.01.2024
,Čermná ve Slezsku,Územní plán,ÚP Čermná ve Slezsku - změna č. 1,973891953516,,,,06.05.2024,,,,,,,,,
Drobovice,,Územní plán,Územní plán Drobovice,44620913,04.02.2019,,,06.11.2019,,,,,,,,,08.06.2024
Vystrkov,,Územní plán,Územní plán Vystrkov ,40496462,21.11.2018,,,20.11.2019,,,,,,,,,12.04.2021
Červený Újezd,,Územní plán,Územní plán Červený Újezd,77312868,17.01.2019,,,13.02.2020,,,,,,,,,02.07.2022
Kvítkovice,,Územní plán,Územní plán Kvítkovice,88417779,11.09.2019,,,14.12.2020,,,,,,,,,03.06.2025
Vlachovice,,Územní plán,Územní plán Vlachovice,70118349,06.03.2019,,,16.10.2019,,,,,,,,,
Radešín,,Územní plán,Územní plán Radešín,53805178,11.04.2019,,,12.09.2019,,,,,,,,,09.06.2021
,Radešín,Územní plán,Změna č. 1 ÚP Radešín,973891951696,31.01.2023,,,,,,,,,,,,
Horušice,,Územní plán,Územní plán Horušice,57564943,08.04.2019,,,27.12.2019,,,,,,,,,
Onomyšl,,Územní plán,Územní plán Onomyšl,5073185,23.08.2018,,,16.12.2019,,,,,,,,,25.11.2021
Ledečko,,Územní plán,Územní plán Ledečko,49453371,19.08.2019,,,15.12.2019,,,,,,,,,
Třebešice,,Územní plán,Územní plán Třebešice,8720035,24.04.2019,,,11.12.2020,,,,,,,,,15.06.2022
,Třebešice,Územní plán,Změna č. 1 ÚP Třebešice,973891951790,08.08.2022,,,07.11.2022,,,,,,,,,14.06.2023
Hraběšín,,Územní plán,Územní plán Hraběšín,67073785,04.10.2019,,,30.12.2019,,,,,,,,,08.06.2022
Myslín,,Územní plán,Územní plán Myslín,19518245,22.02.2019,23.10.2019,22.11.2019,05.12.2019,,,,,,20.12.2024,,,
Drozdov,,Územní plán,Územní plán obce Drozdov,4606266,06.08.2018,,,03.02.2020,,,,,,,,,
Bohutín,,Územní plán,Územní plán Bohutín,92338197,,,,,,,,,,,,25.09.2019,11.10.2019
,Bohutín,Územní plán,Změna č. 1,9233819701,04.03.2020,,,,,,,,,,,,03.11.2020
Drnholec,,Územní plán,Územní plán Drnholec,33318728,09.03.2017,24.10.2018,16.01.2019,13.02.2019,,,,06.06.2022,06.06.2022,19.01.2024,09.09.2022,11.04.2024,02.05.2024
Rohozná,,Územní plán,Územní plán Rohozná,45806521,03.04.2019,,,03.02.2020,,,,,,,,,23.07.2021
Věžnice,,Územní plán,Územní plán Věžnice (JI),43437922,13.05.2019,,,22.01.2020,,,,,,,,,24.09.2022
Mouřínov,,Územní plán,Územní plán Mouřínov,2175106,15.02.2012,05.03.2012,12.04.2012,18.04.2012,,,,21.05.2013,27.06.2013,18.12.2013,22.11.2013,24.01.2014,12.02.2014
,Mouřínov,Územní plán,Změna č. 1 Územního plánu Mouřínov,2175106001,12.06.2020,,,,,,,,09.04.2021,24.05.2021,,24.09.2021,21.10.2021
,Mouřínov,Územní plán,Změna č. 2 ÚP Mouřínov,973891953316,,,,10.03.2023,,,,,22.01.2024,04.03.2024,,27.06.2024,16.07.2024
Košice,,Územní plán,Územní plán Košice,5802555,22.11.2013,,,06.06.2014,,,,,,,,,19.05.2017
,Košice,Územní plán,Změna č. 1 ÚP Košice,5802555001,01.06.2018,,,24.08.2018,,,,,,,,,27.03.2019
,Košice,Územní plán,Změna č. 2 ÚP Košice,5802555002,19.05.2020,,,19.05.2020,,,,,,,,,27.06.2023
Golčův Jeníkov,,Územní plán,Územní plán Golčův Jeníkov,12665958,31.05.2012,,,30.01.2014,,,,,,,,,18.02.2022
,Golčův Jeníkov,Územní plán,Změna č. 1 Golčův Jeníkov,973891950375,,,,23.06.2022,,,,,,,,,11.10.2022
,Golčův Jeníkov,Územní plán,Změna č. 2 ÚP Golčův Jeníkov,973891954384,,,,25.05.2023,,,,,,,,,
Hartmanice,,Územní plán,Územní plán Hartmanice,2705021,05.03.2009,19.01.2010,,30.09.2010,,,,29.09.2011,21.11.2011,06.05.2014,,18.09.2014,04.10.2014
Kobylá nad Vidnavkou,,Územní plán,Územní plán Kobylá nad Vidnavkou,33487666,29.03.2014,,,30.09.2014,,,,,,,,,31.05.2017
,Kobylá nad Vidnavkou,Územní plán,Změna č. 1 ÚP Kobylá nad Vidnavkou,3348766601,11.06.2020,,,11.06.2020,,,,,,,,,27.07.2022
Hospříz,,Územní plán,Územní plán Hospříz,44222659,26.02.2014,,,25.11.2015,,,,,05.01.2017,29.11.2017,,13.06.2018,01.08.2018
Střížovice,,Územní plán,Územní plán Střížovice,70603578,27.02.2014,,,26.03.2015,,,,,04.10.2016,10.04.2018,19.01.2018,20.09.2018,15.10.2018
,Střížovice,Územní plán,Změna č. 1 ÚP Střížovice,973891951946,,,,10.08.2023,,,,,,,19.07.2024,24.10.2024,20.11.2024
,Střížovice,Územní plán,Změna č. 2 ÚP Střížovice,973891954093,19.10.2023,,,,,,,,,,,,
Nová Olešná,,Územní plán,Územní plán Nová Olešná,76647584,27.09.2013,11.11.2014,12.12.2014,17.12.2014,,,,,14.11.2018,17.12.2019,22.03.2019,17.06.2020,14.07.2020
Popelín,,Územní plán,Územní plán Popelín,13188899,04.10.2013,22.10.2014,24.11.2014,04.12.2014,,,,,01.02.2017,09.01.2018,18.07.2017,21.09.2018,15.10.2018
,Popelín,Územní plán,Změna č. 1 ÚP Popelín,1318889902,20.04.2022,22.04.2022,23.05.2022,16.11.2022,,,,,22.07.2024,,,,
Dívčí Hrad,,Územní plán,Územní plán Dívčí Hrad,40139407,03.06.2011,,,26.05.2014,,,,,,,,,21.03.2017
,Dívčí Hrad,Územní plán,ÚP Dívčí Hrad - změna č. 1,973891952946,20.09.2023,,,20.09.2023,,,,,,,,,
Rabštejnská Lhota,,Územní plán,Územní plán Rabštejnská Lhota,68774049,25.09.2013,24.02.2014,,01.10.2014,,,,,,,,,31.08.2018
,Rabštejnská Lhota,Územní plán,Změna č. 1 ÚP Rabštejnská Lhota,973891954177,,,,16.09.2022,,,,,,,,,
Krhovice,,Územní plán,Územní plán Krhovice,35654849,10.05.2013,,,24.02.2014,,,,,,,,,17.12.2015
Nové Město nad Metují,,Územní plán,Územní plán Nové Město nad Metují,59672182,24.06.2010,,,01.09.2011,,,,,,,,,05.05.2018
,Nové Město nad Metují,Územní plán,Změna č. 3 ÚP Nové Město nad Metují,5967218202,14.05.2020,,,14.05.2020,,,,,,,,,19.05.2022
,Nové Město nad Metují,Územní plán,Změna č. 1 ÚP Nové Město nad Metují,5967218201,14.06.2018,,,13.12.2018,,,,,,,,,26.08.2020
,Nové Město nad Metují,Územní plán,Změna č. 2 ÚP Nové Město nad Metují,5967218204,20.02.2020,,,18.03.2021,,,,,,,,,26.06.2024
,Nové Město nad Metují,Územní plán,Změna č. 4 ÚP Nové Město nad Metují,5967218203,18.03.2021,,,11.11.2021,,,,,,,,,26.06.2024
,Nové Město nad Metují,Územní plán,Změna č. 5 ÚP Nové Město nad Metují,973891950679,23.06.2022,,,23.06.2022,,,,,,,,,24.05.2023
,Nové Město nad Metují,Územní plán,Změna č. 7 ÚP Nové Město nad Metují,973891950692,23.06.2022,,,,,,,,,,,,
,Nové Město nad Metují,Územní plán,změna č. 8 ÚP Nové Město nad Metují,973891953993,,,,27.06.2024,,,,,,,,,
,Nové Město nad Metují,Územní plán,Změna č. 6 ÚP Nové Město nad Metují,973891954012,23.06.2022,,,,,,,,,,,,12.08.2024
Pilníkov,,Územní plán,Územní plán Pilníkov,3377933,16.12.2010,12.10.2011,05.12.2011,12.12.2011,,,,,09.10.2013,30.11.2013,15.05.2014,17.12.2014,05.01.2015
,Pilníkov,Územní plán,Změna č. 1 ÚP Pilníkov,3377933001,10.09.2015,12.11.2015,14.12.2015,18.02.2016,,,,,14.04.2016,08.09.2016,15.07.2016,12.10.2016,31.10.2016
,Pilníkov,Územní plán,Změna č. 3 ÚP Pilníkov,3377933003,24.04.2019,,,24.04.2019,,,,,,,,,22.01.2020
,Pilníkov,Územní plán,Změna č. 4 ÚP Pilníkov,3377933004,,,,11.11.2021,,,,,,,,,05.10.2023
,Pilníkov,Územní plán,Změna č. 2 ÚP Pilníkov,3377933002,15.02.2018,,,15.02.2018,,,,,,,,,22.01.2020
Modřice,,Územní plán,Územní plán Modřice,5106754,10.06.2013,25.06.2013,01.08.2013,10.09.2013,,,,20.12.2013,28.04.2014,,26.05.2015,29.06.2016,19.07.2016
,Modřice,Územní plán,Změna  č. 1a územního plánu Modřice,5106754001,25.09.2020,05.11.2020,06.01.2021,08.03.2021,01.05.2022,25.05.2022,,,25.05.2022,17.04.2024,23.04.2024,17.03.2025,
Hrabyně,,Územní plán,Územní plán Hrabyně,40769595,04.04.2013,,,02.11.2016,,,,,,,,,11.04.2019
Otice,,Územní plán,Územní plán Otice,25237674,21.05.2012,,,16.03.2015,,,,,,,,,28.12.2016
,Otice,Územní plán,ÚP Otice - změna č. 1,2523767401,04.03.2020,,,09.12.2020,,,,,,,,,23.04.2025
Lichnov,,Územní plán,Územní plán Lichnov,36268252,15.12.2009,,,25.02.2014,,,,,,,,,08.08.2015
,Lichnov,Územní plán,ÚP Lichnov - změna č. 1,3626825201,20.06.2019,,,20.06.2019,,,,,,,,,06.10.2021
,Lichnov,Územní plán,ÚP Lichnov - změna č. 2,3626825202,27.10.2020,,,27.10.2020,,,,,,,,,06.10.2021
,Lichnov,Územní plán,ÚP Lichnov - změna č. 3,973891953081,30.08.2022,,,27.06.2023,,,,,,,,,19.12.2024
Nahořany,,Územní plán,Územní plán Nahořany,20879764,28.08.2012,,,07.04.2014,,,,,,,,,17.11.2017
,Nahořany,Územní plán,Změna č. 2 ÚP Nahořany,973891954772,04.09.2024,,,26.03.2025,,,,,,,,,
Malhotice,,Územní plán,Územní plán Malhotice,25202579,23.06.2008,,,18.12.2008,,,,,,,,,03.01.2014
,Malhotice,Územní plán,Změna č. 1 ÚP Malhotice,2520257901,26.06.2017,,,18.01.2018,,,,,,,,,05.05.2021
Popovice,,Územní plán,Územní plán Popovice,44929140,,,,,,,,,19.02.2013,,03.04.2013,30.10.2013,14.11.2013
Miskovice,,Územní plán,Územní plán Miskovice,80208986,14.04.2010,,,24.11.2010,,,,,,,,,17.03.2016
Trojanovice,,Územní plán,Územní plán Trojanovice,92629640,01.03.2010,,,22.08.2011,,,,,04.04.2013,,,29.02.2016,21.03.2016
,Trojanovice,Územní plán,ÚP Trojanovice - změna č. 2,9262964002,26.08.2019,,,,,,,,,,,,11.08.2020
,Trojanovice,Územní plán,ÚP Trojanovice - změna č. 3,9262964003,26.02.2018,,,14.12.2020,,,,,,,,,25.09.2023
,Trojanovice,Územní plán,ÚP Trojanovice - změna č. 1,9262964001,27.06.2016,,,24.04.2017,,,,,,,,,06.11.2018
Lány,,Územní plán,Územní plán Lány,81116884,05.09.2011,,,16.12.2013,,,,,,,,,26.09.2017
,Lány,Územní plán,Změna č. 1 ÚP Lány,8111688401,15.04.2019,,,15.04.2019,,,,,,,,,05.08.2020
Cvrčovice,,Územní plán,Územní plán Cvrčovice,88492982,17.07.2012,,,12.03.2013,,,,,,,,,03.07.2015
,Cvrčovice,Územní plán,Změna č. 1,8849298201,,,,11.03.2020,,,,,,,,,05.11.2021
Makotřasy,,Územní plán,Územní plán Makotřasy,42727297,14.08.2012,,,03.10.2013,,,,,,,,,11.07.2017
,Makotřasy,Územní plán,Změna č. 1 ÚP Makotřasy,973891954449,,,,12.07.2023,,,,,,,,,
Březí,,Územní plán,Územní plán Březí,85041009,30.01.2012,,,29.04.2013,,,,,,,,,01.04.2016
,Březí,Územní plán,Změna č. 1 ÚP Březí,8504100901,17.12.2018,,,,,,,,,,,,12.09.2019
Semanín,,Územní plán,Územní plán Semanín,94761292,25.05.2020,,,,,,,,,,,,
Záborná,,Územní plán,Územní plán Záborná,72904603,23.01.2020,,,30.04.2020,,,,,,,,,28.12.2021
Hartmanice,,Územní plán,Územní plán Hartmanice,41578310,13.05.2020,,,14.10.2020,,,,,,,,,01.11.2024
Chlístov,,Územní plán,Územní plán Chlístov,39304751,17.12.2018,,,08.06.2020,,,,,,,,,
Doupovské Hradiště,,Územní plán,Územní plán Doupovské Hradiště,49021548,21.11.2018,26.06.2020,,16.12.2020,,,,,10.08.2022,,29.03.2023,,17.09.2024
Ostopovice,,Územní plán,Územní plán Ostopovice,13309879,21.09.2017,,,15.12.2017,,,,,,,,,16.07.2020
,Ostopovice,Územní plán,Změna č. 1 Územního plánu Ostopovice,1330987901,12.05.2021,,,28.06.2021,,,,,,,,,10.02.2022
Březnice,,Územní plán,Územní plán Březnice,65270632,22.01.2020,15.06.2020,17.07.2020,18.11.2020,,,,21.07.2021,26.08.2021,22.10.2021,09.08.2022,07.06.2023,24.06.2023
Kelníky,,Územní plán,Územní plán Kelníky,42914980,06.09.2019,23.12.2019,,31.01.2020,,,,,,,26.08.2021,,16.03.2022
Knovíz,,Územní plán,Územní plán Knovíz,77743165,26.03.2012,,,19.01.2015,,,,,,,,,01.01.2020
Tismice,,Územní plán,Územní plán Tismice,53586977,12.10.2015,,,,,22.11.2018,,,,,18.03.2019,10.02.2020,04.03.2020
,Tismice,Územní plán,Změna č. 1 ÚP Tismice,5358697701,,,,15.04.2020,,,,,,,,,02.07.2021
Salaš,,Územní plán,Územní plán Salaš,73847597,30.06.2020,15.11.2020,15.12.2020,16.12.2020,,,,,,,,29.05.2023,16.06.2023
Otaslavice,,Územní plán,Územní plán Otaslavice,89150636,24.07.2019,,,30.09.2021,,,,,,,,,28.09.2024
Lazsko,,Územní plán,Územní plán Lazsko,43857973,13.07.2020,,,23.11.2020,,,,,,,,,15.06.2022
Řeka,,Územní plán,Územní plán Řeka,71599977,20.07.2011,25.04.2013,,23.10.2013,,,,,09.10.2014,,,20.07.2016,16.08.2016
,Řeka,Územní plán,ÚP Řeka - změna č. 1,7159997701,24.07.2019,,,24.07.2019,,,,,,,,,23.09.2021
,Řeka,Územní plán,ÚP Řeka - změna č. 2,973891953132,21.12.2022,,,21.12.2022,,,,,,,,,08.02.2024
Smilovice,,Územní plán,Územní plán Smilovice,86626832,16.06.2008,02.04.2010,,11.10.2010,,,,,11.07.2013,,,16.03.2015,02.04.2015
Melč,,Územní plán,Územní plán Melč,17007083,20.02.2014,,,18.06.2015,,,,,,,,,28.03.2019
,Melč,Územní plán,ÚP Melč - změna č. 1,973891954079,16.09.2021,,,15.09.2022,,,,,,,,,17.01.2025
Větřkovice,,Územní plán,Územní plán Větřkovice,80801027,13.06.2011,,,10.12.2012,,,,,,,,,09.02.2017
,Větřkovice,Územní plán,ÚP Větřkovice - změna č. 1,973891953384,,,,12.12.2022,,,,,,,,,
Drahňovice,,Územní plán,Územní plán Drahňovice,34693545,11.01.2013,,,28.02.2014,,,,,,,,,26.01.2016
,Drahňovice,Územní plán,Změna č. 1 ,3469354501,29.04.2016,07.07.2016,,,,,,,15.01.2018,,,,24.06.2018
,Drahňovice,Územní plán,Změna č. 2 ÚP Drahňovice,973891951335,03.06.2022,,,03.06.2022,,,,,,,,,04.01.2023
,Drahňovice,Územní plán,Změna č. 3 ÚP Drahňovice,973891953411,12.04.2023,,,28.02.2023,,,,,,,,,01.05.2025
Velká Štáhle,,Územní plán,Územní plán Velká Štáhle,25141543,18.04.2011,,,07.04.2014,,,,,,,,,01.09.2016
Svárov,,Územní plán,Územní plán Svárov,46053713,15.01.2011,09.12.2013,20.01.2014,14.03.2014,,,,,31.03.2015,,14.07.2015,08.02.2016,25.02.2016
,Svárov,Územní plán,Změna č. 1 Územního plánu Svárov,4605371301,11.10.2021,,,11.10.2021,,,,,,,,22.02.2023,22.03.2023
,Svárov,Územní plán,Změna č. 2 Územního plánu Svárov,973891954532,12.06.2024,,,12.06.2024,,,,,,,,,
Velký Ořechov,,Územní plán,Územní plán Velký Ořechov,63642519,15.04.2014,21.01.2015,21.02.2015,26.02.2015,,,,15.12.2015,04.01.2016,25.02.2016,29.03.2016,31.10.2017,07.12.2017
Ostravice,,Územní plán,Územní plán Ostravice,66637819,18.08.2006,,,22.09.2006,,,,,,,,,29.09.2015
,Ostravice,Územní plán,ÚP Ostravice - změna č. 2A,6663781902,08.06.2020,,,09.11.2020,,,,,,,,,01.11.2022
,Ostravice,Územní plán,ÚP Ostravice - změna č. 1,6663781901,19.04.2017,,,25.09.2017,,,,,,,,,31.01.2020
,Ostravice,Územní plán,ÚP Ostravice - změna č. 2B,973891954844,08.06.2020,,,09.11.2020,,,,,,,,,26.11.2024
Kunčice pod Ondřejníkem,,Územní plán,Územní plán Kunčice pod Ondřejníkem,87972657,15.12.2012,,,24.09.2014,,,,,,,,,08.06.2017
,Kunčice pod Ondřejníkem,Územní plán,ÚP Kunčice pod Ondřejníkem - změna č. 1,8797265701,05.06.2018,,,05.06.2018,,,,,,,,,26.09.2019
,Kunčice pod Ondřejníkem,Územní plán,ÚP Kunčice pod Ondřejníkem - změna č. 2,8797265702,23.06.2020,,,23.06.2020,,,,,,,,,18.09.2021
,Kunčice pod Ondřejníkem,Územní plán,ÚP Kunčice pod Ondřejníkem - změna č. 3A,8797265703,02.11.2021,,,27.06.2022,,,,,,,,,13.06.2024
,Kunčice pod Ondřejníkem,Územní plán,ÚP Kunčice pod Ondřejníkem - změna č. 3B,973891954349,02.11.2021,,,27.06.2022,,,,,,,,,28.11.2024
Staré Heřminovy,,Územní plán,Územní plán Staré Heřminovy,1771183,25.06.2010,,,25.04.2013,,,,,,,,,21.04.2016
